field_goals_attempted,field_goal_percentage,field_goal_3_attempted,field_goal_3_percentage,free_throws_made,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,points_allowed,points
80,0.413,42,0.429,16,7,35,23,6,4,14,106.0,100
90,0.489,32,0.406,12,10,21,27,14,3,10,111.0,113
81,0.407,41,0.366,17,12,21,24,8,2,16,115.0,98
86,0.43,35,0.314,19,11,33,18,7,5,11,107.0,104
83,0.482,37,0.351,13,7,39,25,3,5,21,126.0,106
92,0.435,45,0.4,14,9,38,28,5,7,20,116.0,112
82,0.354,35,0.2,11,19,33,21,4,5,21,87.0,76
69,0.493,29,0.448,11,3,25,21,5,7,16,95.0,92
89,0.427,38,0.289,14,14,23,19,7,1,9,108.0,101
95,0.484,28,0.429,12,14,28,31,9,2,6,108.0,116
98,0.347,26,0.308,6,16,35,21,6,2,14,96.0,82
94,0.511,31,0.452,18,11,32,33,4,2,11,123.0,128
79,0.354,36,0.306,25,13,32,18,5,6,15,105.0,92
83,0.506,26,0.385,21,9,32,25,6,5,16,125.0,115
84,0.452,35,0.343,12,9,28,18,8,7,17,115.0,100
104,0.413,35,0.371,12,14,38,20,5,3,8,121.0,111
91,0.429,32,0.344,23,10,27,23,8,1,7,125.0,112
73,0.534,29,0.414,37,3,45,19,9,4,17,106.0,127
89,0.427,32,0.313,14,11,30,19,10,5,17,106.0,100
86,0.593,32,0.469,19,11,30,31,12,8,17,103.0,136
78,0.603,32,0.375,10,3,31,30,8,4,11,103.0,116
99,0.404,32,0.344,19,5,38,27,11,8,9,117.0,110
78,0.462,28,0.321,18,12,30,22,7,4,19,108.0,99
98,0.49,20,0.3,10,19,27,20,8,9,15,115.0,112
91,0.462,33,0.394,18,10,30,26,8,3,9,113.0,115
78,0.372,26,0.423,30,6,37,21,8,6,16,106.0,99
83,0.518,27,0.407,14,9,37,24,13,5,21,104.0,111
94,0.426,33,0.212,25,12,33,20,10,1,11,126.0,112
79,0.38,14,0.286,17,10,33,14,10,5,17,104.0,81
90,0.444,36,0.333,17,10,30,20,9,5,11,136.0,109
86,0.535,48,0.396,21,11,37,32,5,5,14,102.0,132
84,0.512,30,0.333,13,6,24,27,9,1,13,125.0,109
87,0.46,35,0.457,11,6,23,30,14,4,16,119.0,107
85,0.4,31,0.355,14,11,25,21,13,2,24,114.0,93
87,0.448,35,0.171,15,10,38,19,7,6,15,112.0,99
86,0.477,39,0.333,24,12,24,29,6,4,14,133.0,119
92,0.446,37,0.324,21,11,44,27,6,6,14,107.0,115
89,0.449,42,0.357,16,5,29,23,8,2,7,122.0,111
85,0.424,35,0.314,22,10,36,15,6,3,18,103.0,105
87,0.448,25,0.44,19,14,37,21,7,5,17,101.0,108
93,0.419,36,0.306,14,9,31,25,5,3,11,127.0,103
82,0.451,34,0.5,18,15,35,20,7,4,14,98.0,109
104,0.471,48,0.396,21,8,27,31,9,6,3,143.0,138
70,0.529,32,0.469,19,6,24,29,7,1,17,99.0,108
77,0.494,33,0.394,23,9,25,24,7,2,13,114.0,112
82,0.476,29,0.414,13,14,32,25,4,2,17,104.0,103
96,0.354,35,0.229,9,12,35,22,7,8,10,93.0,85
78,0.436,30,0.433,18,11,47,23,3,8,17,96.0,99
83,0.47,30,0.333,19,10,27,25,7,4,14,101.0,107
93,0.333,33,0.303,8,13,26,22,10,1,11,119.0,80
88,0.352,35,0.343,12,9,36,22,5,2,12,115.0,86
74,0.473,28,0.286,25,9,35,22,9,4,17,93.0,103
92,0.467,34,0.412,15,12,40,22,7,4,13,108.0,115
88,0.375,36,0.25,12,13,32,19,10,3,10,76.0,87
87,0.437,36,0.306,13,12,27,15,5,4,10,116.0,100
83,0.47,33,0.394,19,12,41,22,2,2,17,125.0,110
89,0.461,31,0.29,9,15,31,24,8,2,12,112.0,100
83,0.422,36,0.278,10,6,31,29,5,7,17,114.0,90
99,0.434,30,0.3,12,16,22,32,9,4,7,121.0,107
88,0.386,32,0.25,21,16,35,22,5,4,13,92.0,97
86,0.372,39,0.359,25,8,31,24,6,3,13,116.0,103
76,0.382,33,0.303,15,9,30,21,4,5,18,106.0,83
81,0.407,35,0.343,8,9,33,28,4,6,14,100.0,86
90,0.444,38,0.474,14,10,32,24,7,3,8,115.0,112
86,0.419,35,0.229,12,8,29,25,10,3,14,100.0,92
75,0.467,26,0.308,14,7,30,20,6,3,20,109.0,92
86,0.442,37,0.405,19,13,37,30,6,6,17,112.0,110
81,0.457,30,0.333,20,8,30,21,3,3,11,115.0,104
85,0.494,25,0.44,28,16,37,27,5,5,17,120.0,123
83,0.446,38,0.395,20,10,29,25,5,0,11,106.0,109
86,0.395,34,0.353,12,8,33,25,7,4,17,109.0,92
86,0.43,31,0.29,21,11,31,23,8,4,14,117.0,104
101,0.416,39,0.179,11,17,37,26,8,4,15,104.0,102
82,0.402,34,0.294,17,2,25,26,3,5,3,119.0,93
85,0.459,29,0.414,17,11,25,20,13,4,14,114.0,107
91,0.407,37,0.351,11,15,20,25,12,3,9,100.0,98
81,0.481,30,0.433,19,16,35,26,5,8,16,102.0,110
91,0.308,32,0.156,24,17,39,18,4,5,10,107.0,85
79,0.38,31,0.194,17,11,49,21,9,5,20,73.0,83
88,0.409,35,0.429,26,15,32,20,2,6,8,108.0,113
85,0.447,41,0.39,22,11,37,22,4,4,13,107.0,114
90,0.4,31,0.355,24,13,31,22,8,3,11,122.0,107
83,0.434,40,0.425,15,10,24,23,6,6,19,111.0,104
87,0.46,48,0.438,5,11,33,30,11,7,13,91.0,106
84,0.452,25,0.28,21,14,39,27,4,7,19,109.0,104
101,0.366,45,0.333,7,15,38,21,4,1,12,137.0,96
