field_goals_attempted,field_goal_percentage,field_goal_3_attempted,field_goal_3_percentage,free_throws_made,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,points_allowed,points
95,0.411,31,0.387,20,15,49,18,7,5,12,102.0,110
90,0.5,42,0.452,15,9,26,31,8,5,12,128.0,124
91,0.538,30,0.433,29,9,33,27,10,9,16,135.0,140
92,0.489,37,0.486,12,14,33,28,7,5,21,131.0,120
86,0.419,28,0.25,25,12,38,22,5,9,14,110.0,104
80,0.413,26,0.192,17,5,32,17,10,7,13,95.0,88
89,0.506,35,0.486,14,9,37,20,9,9,11,105.0,121
89,0.472,39,0.256,17,10,31,22,9,3,11,123.0,111
87,0.494,32,0.406,18,9,30,26,6,6,16,127.0,117
95,0.568,47.0,0.447,7,9.0,35.0,37,12,2,14,122.0,136
88,0.489,26.0,0.423,15,14.0,31.0,27,4,6,20,106.0,112
87,0.471,37.0,0.27,20,5.0,36.0,29,9,2,17,129.0,112
89,0.427,40.0,0.3,18,13.0,37.0,19,3,4,15,119.0,106
93,0.538,33.0,0.485,24,13.0,26.0,26,11,3,8,125.0,140
104,0.413,43.0,0.372,8,8.0,39.0,26,8,3,10,114.0,110
91,0.495,28.0,0.286,18,9.0,30.0,30,10,0,14,132.0,116
95,0.484,38.0,0.316,16,8.0,34.0,22,11,2,15,129.0,120
81,0.407,41.0,0.317,27,8.0,43.0,22,1,1,12,102.0,106
103,0.408,48.0,0.333,23,7.0,35.0,23,11,6,10,131.0,123
66,0.515,28.0,0.393,19,2.0,25.0,26,8,0,18,104.0,98
90,0.467,31.0,0.258,21,10.0,40.0,24,5,7,11,118.0,113
85,0.482,39.0,0.538,20,11.0,36.0,30,9,3,14,111.0,123
79,0.532,29.0,0.379,13,4.0,33.0,23,7,4,17,125.0,108
89,0.562,29.0,0.448,20,8.0,34.0,23,13,2,15,126.0,133
91,0.407,35.0,0.257,23,17.0,34.0,18,8,7,10,100.0,106
91,0.418,38.0,0.289,17,8.0,39.0,24,11,3,9,101.0,104
91,0.451,35.0,0.343,14,12.0,33.0,30,6,2,15,112.0,108
76,0.526,30.0,0.433,19,2.0,38.0,25,7,4,10,94.0,112
89,0.449,31.0,0.387,20,11.0,37.0,25,11,4,13,103.0,112
79,0.494,20,0.5,24,9,35,24,4,8,15,118.0,112
93,0.495,32,0.406,18,9,50,28,10,5,22,105.0,123
89,0.449,28,0.393,31,15,36,22,12,6,17,113.0,122
89,0.506,22,0.409,20,8,39,27,10,5,13,111.0,119
93,0.495,30,0.367,23,10,25,29,10,5,7,132.0,126
93,0.495,26,0.462,26,13,31,21,7,6,14,132.0,130
86,0.419,29,0.414,24,12,37,22,5,6,16,106.0,108
90,0.533,25,0.44,22,9,33,32,6,4,15,120.0,129
95,0.484,27,0.259,19,7,41,29,8,8,12,111.0,118
92,0.457,26,0.423,24,12,45,21,4,11,24,124.0,119
77,0.455,23,0.348,14,11,28,23,6,6,22,113.0,92
89,0.517,32,0.469,12,6,34,32,11,10,11,109.0,119
98,0.439,26,0.385,33,6,38,20,15,6,9,132.0,129
92,0.467,34,0.294,24,2,36,25,3,5,6,139.0,120
80,0.475,32,0.344,17,6,27,25,12,5,10,103.0,104
77,0.519,32,0.5,15,3,30,21,6,5,14,116.0,111
84,0.524,31,0.452,12,4,27,28,11,5,17,113.0,114
92,0.424,33,0.333,14,13,42,22,8,7,15,109.0,103
103,0.369,38,0.289,16,14,29,27,5,1,9,131.0,103
91,0.44,20,0.5,23,7,41,22,12,7,6,104.0,113
76,0.461,34,0.471,16,7,39,24,6,4,21,104.0,102
89,0.427,36,0.333,16,10,41,17,10,3,19,100.0,104
92,0.315,46,0.152,15,15,43,11,3,8,18,114.0,80
86,0.488,32,0.344,22,9,37,16,6,0,14,114.0,117
92,0.446,41,0.341,23,7,47,20,8,6,15,107.0,119
79,0.443,32,0.344,17,8,40,15,2,4,13,111.0,98
84,0.44,35,0.371,21,7,39,22,2,3,12,123.0,108
106,0.358,44,0.318,13,11,37,18,5,6,16,107.0,103
89,0.438,42,0.381,22,14,36,20,7,4,16,115.0,116
90,0.389,39,0.333,18,8,32,24,10,2,19,128.0,101
84,0.512,39,0.462,17,8,35,25,7,3,12,103.0,121
97,0.351,43,0.302,11,12,24,19,12,2,10,121.0,92
79,0.43,24,0.208,32,4,48,17,9,2,13,86.0,105
87,0.425,36,0.417,24,8,34,20,4,5,15,121.0,113
77,0.532,26,0.385,18,11,36,19,9,8,21,94.0,110
89,0.517,40,0.5,19,10,31,30,14,4,13,120.0,131
92,0.38,38,0.289,21,14,45,22,9,7,16,97.0,102
71,0.521,30,0.333,14,7,34,19,6,5,18,84.0,98
79,0.443,25,0.4,25,4,35,16,9,7,16,104.0,105
96,0.49,31,0.387,20,10,28,26,8,6,4,103.0,126
75,0.413,28,0.286,17,7,37,17,1,6,18,92.0,87
101,0.436,47,0.404,18,8,38,22,10,8,12,122.0,125
85,0.388,40,0.3,11,10,26,19,8,5,13,111.0,89
86,0.395,44,0.386,15,8,33,23,4,5,12,93.0,100
88,0.466,40,0.325,9,6,33,23,7,5,13,103.0,104
90,0.4,40,0.275,16,7,34,25,10,7,12,102.0,99
84,0.369,40,0.25,22,7,33,22,10,2,14,112.0,94
101,0.554,47,0.468,16,12,45,39,9,6,10,122.0,150
91,0.505,38,0.474,7,8,48,35,8,4,14,92.0,117
87,0.437,35,0.257,19,8,36,22,7,6,8,99.0,104
85,0.471,44,0.5,32,9,38,26,4,6,11,110.0,134
90,0.5,35,0.514,9,13,38,27,8,5,19,109.0,117
90,0.444,43,0.419,27,11,36,28,8,7,12,121.0,125
97,0.433,40,0.3,18,16,39,24,11,6,13,106.0,114
71,0.479,39,0.385,25,5,35,25,17,7,25,99.0,108
89,0.427,38,0.263,14,9,39,20,8,7,17,122.0,100
78,0.487,33,0.364,21,3,41,25,6,2,15,99.0,109
67,0.433,32,0.5,33,3,36,19,6,3,21,103.0,107
84,0.417,34,0.412,23,7,44,24,7,5,14,92.0,107
80,0.45,43,0.372,18,6,40,23,6,6,28,117.0,106
79,0.38,34,0.235,10,10.0,38.0,16,6,3,12,80.0,78
75,0.453,36,0.5,21,5.0,25.0,20,8,3,10,119.0,107
78,0.5,34,0.471,13,4.0,31.0,23,7,3,15,117.0,107
73,0.575,29,0.483,31,6.0,31.0,14,2,0,10,127.0,129
84,0.512,37,0.486,20,13.0,37.0,27,9,2,10,87.0,124
87,0.517,44,0.455,14,11.0,25.0,32,5,7,6,105.0,124
97,0.474,47,0.34,17,16.0,36.0,18,6,4,15,135.0,125
101,0.465,46,0.326,9,12.0,31.0,25,7,5,8,112.0,118
82,0.476,46,0.457,15,11.0,27.0,28,5,6,12,122.0,114
105,0.448,55,0.4,16,15.0,36.0,34,6,4,22,134.0,132
91,0.418,37,0.432,19,10.0,39.0,25,8,4,15,119.0,111
84,0.452,45,0.4,30,11.0,35.0,25,5,4,17,115.0,124
83,0.446,43,0.279,22,7.0,35.0,25,8,3,21,116.0,108
87,0.391,31,0.258,18,12.0,23.0,17,11,4,14,110.0,94
84,0.44,34,0.235,24,12.0,31.0,17,11,6,20,104.0,106
85,0.447,35,0.371,23,12.0,42.0,18,6,3,21,107.0,112
81,0.444,40,0.35,15,6.0,41.0,25,9,3,17,99.0,101
65,0.508,24,0.417,12,3.0,21.0,17,6,2,15,98.0,88
83,0.398,43,0.372,10,6.0,28.0,24,12,4,11,101.0,92
77,0.519,33,0.303,21,9.0,31.0,17,10,4,9,105.0,111
92,0.489,25,0.56,18,12,37,30,5,6,18,126.0,122
90,0.5,33,0.394,16,9,46,36,4,3,18,106.0,119
89,0.393,29,0.241,30,14,30,26,8,4,8,122.0,107
91,0.407,42,0.333,11,10,32,24,14,3,22,108.0,99
83,0.554,31,0.355,18,12,46,24,6,4,19,92.0,121
91,0.473,29,0.379,18,9,32,21,7,3,14,124.0,115
93,0.398,43,0.279,13,8,35,25,3,10,13,109.0,99
91,0.462,30,0.233,15,3,36,27,5,3,12,108.0,106
93,0.452,41,0.317,38,10,29,25,9,5,13,140.0,135
96,0.469,42,0.452,19,11,43,32,10,3,17,110.0,128
88,0.386,33,0.242,28,10,41,21,10,8,20,119.0,104
78,0.397,32,0.375,9,6,35,24,5,3,19,90.0,83
76,0.5,29,0.379,28,7,32,24,7,5,20,120.0,115
87,0.494,33,0.364,20,15,43,27,9,6,16,101.0,118
84,0.464,30,0.3,9,9,38,29,7,4,19,121.0,96
100,0.43,44,0.455,12,18,41,21,8,5,11,79.0,118
92,0.5,32,0.438,21,14,46,30,12,8,14,88.0,127
95,0.453,31,0.323,9,15,36,27,10,4,7,88.0,105
91,0.429,30,0.267,15,10,42,27,7,5,12,104.0,101
108,0.398,39,0.333,13,22,27,28,9,3,14,140.0,112
88,0.386,26,0.385,18,18,38,22,11,6,18,90.0,96
95,0.411,35,0.343,23,11,33,22,2,3,11,126.0,113
92,0.413,36,0.25,18,13,31,23,6,3,15,121.0,103
90,0.422,27,0.37,21,10,30,22,9,4,13,118.0,107
85,0.424,21,0.333,19,9,39,17,8,5,15,107.0,98
94,0.436,30,0.367,7,9,36,30,6,7,13,111.0,100
88,0.455,31,0.29,21,10,36,26,6,6,12,118.0,110
91,0.462,22,0.364,20,8,28,18,7,2,18,125.0,112
89,0.461,34,0.294,24,9,33,27,7,7,16,123.0,116
101,0.356,31,0.258,20,22,41,13,9,1,12,105.0,100
85,0.365,34,0.265,11,13,21,22,10,1,13,89.0,82
74,0.473,35,0.4,38,9,28,23,8,4,16,115.0,122
78,0.333,47,0.404,18,4,25,19,11,2,13,100.0,89
76,0.474,31,0.484,31,9,29,24,9,4,16,112.0,118
103,0.388,35,0.314,13,18,30,27,8,4,10,125.0,104
80,0.513,38,0.421,28,2,29,28,10,5,14,133.0,126
82,0.488,30,0.667,24,5,29,24,10,5,13,110.0,124
98,0.459,37,0.378,15,13,28,23,12,4,11,129.0,119
96,0.427,39,0.385,13,9,30,22,9,2,11,106.0,110
98,0.48,35,0.429,25,6,35,27,8,0,17,137.0,134
84,0.464,35,0.314,17,6,26,25,10,3,8,124.0,106
80,0.363,38,0.289,15,5,30,21,8,2,11,96.0,84
86,0.465,30,0.3,16,10,28,24,4,2,11,111.0,105
86,0.465,43,0.419,9,9,27,27,8,5,17,114.0,107
80,0.413,42,0.429,16,7,35,23,6,4,14,106.0,100
90,0.489,32,0.406,12,10,21,27,14,3,10,111.0,113
81,0.407,41,0.366,17,12,21,24,8,2,16,115.0,98
86,0.43,35,0.314,19,11,33,18,7,5,11,107.0,104
83,0.482,37,0.351,13,7,39,25,3,5,21,126.0,106
92,0.435,45,0.4,14,9,38,28,5,7,20,116.0,112
82,0.354,35,0.2,11,19,33,21,4,5,21,87.0,76
69,0.493,29,0.448,11,3,25,21,5,7,16,95.0,92
89,0.427,38,0.289,14,14,23,19,7,1,9,108.0,101
95,0.484,28,0.429,12,14,28,31,9,2,6,108.0,116
98,0.347,26,0.308,6,16,35,21,6,2,14,96.0,82
94,0.511,31,0.452,18,11,32,33,4,2,11,123.0,128
79,0.354,36,0.306,25,13,32,18,5,6,15,105.0,92
83,0.506,26,0.385,21,9,32,25,6,5,16,125.0,115
84,0.452,35,0.343,12,9,28,18,8,7,17,115.0,100
104,0.413,35,0.371,12,14,38,20,5,3,8,121.0,111
82,0.451,34,0.5,18,15,35,20,7,4,14,98.0,109
104,0.471,48,0.396,21,8,27,31,9,6,3,143.0,138
70,0.529,32,0.469,19,6,24,29,7,1,17,99.0,108
77,0.494,33,0.394,23,9,25,24,7,2,13,114.0,112
82,0.476,29,0.414,13,14,32,25,4,2,17,104.0,103
96,0.354,35,0.229,9,12,35,22,7,8,10,93.0,85
78,0.436,30,0.433,18,11,47,23,3,8,17,96.0,99
83,0.47,30,0.333,19,10,27,25,7,4,14,101.0,107
93,0.333,33,0.303,8,13,26,22,10,1,11,119.0,80
88,0.352,35,0.343,12,9,36,22,5,2,12,115.0,86
74,0.473,28,0.286,25,9,35,22,9,4,17,93.0,103
92,0.467,34,0.412,15,12,40,22,7,4,13,108.0,115
88,0.375,36,0.25,12,13,32,19,10,3,10,76.0,87
87,0.437,36,0.306,13,12,27,15,5,4,10,116.0,100
83,0.47,33,0.394,19,12,41,22,2,2,17,125.0,110
89,0.461,31,0.29,9,15,31,24,8,2,12,112.0,100
83,0.422,36,0.278,10,6,31,29,5,7,17,114.0,90
99,0.434,30,0.3,12,16,22,32,9,4,7,121.0,107
88,0.386,32,0.25,21,16,35,22,5,4,13,92.0,97
86,0.372,39,0.359,25,8,31,24,6,3,13,116.0,103
